fid,NO,NAME,Признак 1,Признак 2,Признак 3,Признак 4,Признак 5,Признак 6,Признак 7,Признак 8,Признак 9,Признак 10,Признак 11,Признак 12,Признак 13,Признак 14,Признак 15,Признак 16,Признак 17,Признак 18,Признак 19,Признак 20,Признак 21,Признак 22,x,y
1594,1070109,Академический,486,406,3,77,0,0,200,0,0,200,0,0,7159,297,658,2916,1344,5.5,4342.5,971,0.309,0.252940622941564,4177726,7489511
1595,1070110,Академический,589,574,0,15,0,0,0,0,0,0,0,0,13501,1643,1387,3534,1976,7.69890387578888,5962.5,1203,0.331,0.275765822343172,4178858,7488098
1596,1070111,Академический,583,583,0,0,0,0,0,0,0,0,0,0,9999,1368,856,3498,1439,6.30799773075169,2144.25,753,0.671,0.496677884200535,4179250,7488730
1597,1070112,Академический,485,459,0,26,0,0,0,0,0,0,0,0,9822,2397,752,2910,1237,7.56798684253627,4862.25,1029,0.254,0.209972416719711,4179981,7488283
1598,1070113,Академический,797,338,0,458,1,0,130,0,0,130,0,0,13121,2483,976,4782,1903,6.33013574677074,2697.75,2115,0.705,0.395408030751649,4176536,7488117
1599,1070114,Академический,490,282,3,205,0,0,0,0,0,0,0,75,10683,2480,802,3390,1367,8.48293394392997,3528,2013,0.387,0.246706370691211,4176672,7486775
1600,1070115,Академический,637,456,1,178,0,2,0,0,0,0,0,43,10135,1265,798,4080,1478,6.75746566163697,4459.5,1874,0.331,0.233362279940002,4177020,7487389
1601,1070116,Академический,951,645,0,303,3,0,0,0,0,0,0,23,12123,1525,792,5844,1766,9.21032293374236,5724,1859,0.309,0.232889357773968,4177404,7488031
1602,1070117,Академический,730,523,1,206,0,0,223,0,0,223,0,44,14060,2128,1215,4644,2212,6.68453529061185,6362.5,3163,0.348,0.232218781166343,4177896,7486858
1603,1070118,Академический,1658,831,5,821,0,1,370,0,0,370,0,16,19569,2748,1130,10044,3174,6.7128827563732,11056,2637,0.287,0.231797268677426,4178973,7486720
1604,1070119,Академический,870,628,7,235,0,0,0,0,0,0,0,29,12155,2143,770,5394,1669,8.97151709778876,6734.25,2395,0.248,0.182818961031848,4178280,7487502
1605,1070120,Академический,436,289,9,138,0,0,175,0,0,175,0,64,8635,1641,666,3000,1341,6.73921480830199,3098.25,1841,0.433,0.271498709318216,4178282,7485720
1606,1070121,Академический,356,356,0,0,0,0,0,0,0,0,0,0,8545,735,946,2136,1302,5.46547725348665,3116.25,489,0.418,0.361140004160599,4179540,7489224
1607,1070122,Академический,258,203,0,55,0,0,0,0,0,0,0,0,6206,542,686,1548,944,5.7047085761631,3210.75,614,0.294,0.246813517223348,4178661,7489470
1608,1070123,Академический,1164,449,4,710,0,1,0,0,0,0,0,228,24711,3486,2146,8352,3538,5.25255689466724,6369.066,6192,0.555,0.28166399253057,4179488,7490351
1609,1070201,Гагаринский,1074,852,0,222,0,0,0,0,0,0,0,0,15792,3407,990,6444,2064,7.13509397592541,6817.5,2111,0.303,0.231169849358795,4174931,7487444
1610,1070202,Гагаринский,1113,593,8,512,0,0,0,0,0,0,0,0,24180,3956,2258,6678,3371,9.97844955929384,8835.75,2833,0.382,0.288891269416176,4174004,7488346
1611,1070203,Гагаринский,343,329,0,11,3,0,0,0,0,0,0,31,16724,41668,0,2244,374,10,3584.25,1722,0.104,0.0704829210836278,4179060,7491772
1612,1070204,Гагаринский,508,250,0,258,0,0,0,0,0,0,0,0,9845,1800,833,3048,1341,6.69155274930987,3484,1451,0.385,0.271732522796353,4176685,7489476
1613,1070205,Гагаринский,63,51,0,12,0,0,0,0,0,0,0,47,17532,3865,2168,660,2278,5.05950197834289,18.772,1347,121.351,1.66792114642854,4175958,7491126
1614,1070206,Гагаринский,485,168,0,317,0,0,520,0,0,520,0,0,9967,1187,978,2910,1983,5.16871559903802,3291.75,1370,0.602,0.425376736204215,4177179,7491021
1615,1070207,Гагаринский,349,46,0,303,0,0,0,0,0,0,0,54,16736,41041,0,2418,403,5.52081059534666,1541.25,911,0.261,0.164338872464064,4178511,7492666
1616,1070208,Гагаринский,46,5,2,39,0,0,162,0,0,162,0,105,14920,4940,1512,906,1825,8.68629234237118,288,816,6.337,1.65307971014493,4177187,7492261
1617,1070209,Гагаринский,221,177,0,44,0,0,0,0,0,0,0,0,13127,4667,1189,1326,1410,6.02106845285324,0,2092,0,0.673996175908222,4174638,7489861
1618,1070210,Гагаринский,1087,402,1,684,0,0,90,0,0,90,0,0,17138,3200,1236,6522,2413,5.94691360673487,7326,3540,0.329,0.222068838579054,4176077,7488780
1619,1070211,Гагаринский,1025,770,0,255,0,0,0,0,0,0,0,0,19645,2944,1758,6150,2783,5.65302548262696,6538.5,1865,0.426,0.331171535669661,4174795,7488906
1620,1070212,Гагаринский,1012,794,3,215,0,0,0,0,0,0,0,0,18557,3122,1560,6072,2572,5.94026067134004,6628.5,1808,0.388,0.304865761868073,4175463,7489570
1621,1070213,Гагаринский,749,539,0,210,0,0,40,0,0,40,0,0,13410,1729,1198,4494,1987,5.87239462089915,4018.5,1554,0.494,0.356572454015254,4175464,7488086
1622,1070214,Гагаринский,1015,719,8,288,0,0,137,0,0,137,0,0,20221,2986,1858,6090,3010,5.78680817373832,4862.25,1821,0.619,0.450379680544645,4176274,7490277
1623,1070215,Гагаринский,514,280,2,232,0,0,481,0,0,481,0,69,13153,3056,1100,3498,2164,6.2052803048792,5011.25,2013,0.432,0.30807559525928,4177686,7491684
1624,1070216,Гагаринский,928,456,6,466,0,0,0,0,0,0,0,8,16758,4437,1118,5616,2054,6.64377137785006,3638.25,2289,0.565,0.346535071070058,4178275,7491124
1625,1070217,Гагаринский,563,299,3,261,0,0,0,0,0,0,0,0,13950,3139,1239,3378,1802,6.48215689851624,0,2324,0,0.775387263339071,4177406,7490202
1626,1070301,Зюзино,1062,1010,3,49,0,0,43,0,0,43,0,0,14570,6132,344,6372,1449,6.35299364999226,7773.75,893,0.186,0.167190700089422,4177757,7480540
1627,1070302,Зюзино,861,408,0,453,0,0,1500,0,0,1500,0,0,10578,2170,540,5166,2901,5.39780124811647,3168,2278,0.916,0.532684539111274,4180322,7483154
1628,1070303,Зюзино,624,559,0,65,0,0,0,0,0,0,0,45,10582,1913,776,4014,1445,9.20179303493709,4268.25,905,0.339,0.279321509689267,4178214,7482130
1629,1070304,Зюзино,721,711,0,10,0,0,0,0,0,0,0,0,12336,2457,926,4326,1647,5.9862676369666,5818.5,1030,0.283,0.240490618383588,4179402,7483382
1630,1070305,Зюзино,871,819,0,49,0,3,0,0,0,0,0,0,9881,3024,272,5226,1143,7.93756169146625,5116.5,1344,0.223,0.176921290921755,4180748,7482586
1631,1070306,Зюзино,517,126,0,391,0,0,0,0,0,0,0,0,7997,1592,550,3102,1067,9.15459900449898,2913.75,1318,0.366,0.252141549004549,4181228,7483239
1632,1070307,Зюзино,777,648,0,129,0,0,0,0,0,0,0,0,7173,965,258,4662,1035,8.25,4036.5,1390,0.256,0.190730673546485,4181319,7482297
1633,1070308,Зюзино,459,328,0,131,0,0,0,0,0,0,0,0,7907,1858,549,2754,1008,5.83277425809111,8248.5,558,0.122,0.114460909555442,4179341,7481444
1634,1070309,Зюзино,425,297,2,126,0,0,0,0,0,0,0,34,9970,2029,864,2754,1323,10,4473.75,1416,0.296,0.224627530879918,4181137,7481624
1635,1070310,Зюзино,255,15,2,238,0,0,0,0,0,0,0,0,6874,1026,720,1530,975,9.06411863985569,1383.816,961,0.705,0.415810878124339,4180080,7481327
1636,1070311,Зюзино,788,750,2,36,0,0,0,0,0,0,0,79,12210,1471,923,5202,1790,5.81028021244109,6239.25,870,0.287,0.25178464676302,4178859,7482802
1637,1070312,Зюзино,717,646,9,62,0,0,100,100,0,0,0,5,13211,2579,1050,4332,1872,8.11793841282318,6403.5,1436,0.292,0.238790739205306,4181153,7480244
1638,1070313,Зюзино,481,383,0,98,0,0,50,0,0,50,0,0,7271,2029,393,2886,924,7.60968342184927,3732.75,586,0.248,0.213950795947902,4178354,7481076
1639,1070314,Зюзино,971,700,3,268,0,0,0,0,0,0,0,36,16361,3816,1084,6042,2091,9.78164837590048,7746.75,1514,0.27,0.225791647544745,4180926,7479413
1640,1070315,Зюзино,657,484,2,171,0,0,0,0,0,0,0,28,13835,1604,1354,4110,2039,5.94385052097385,4284,1122,0.476,0.377173510913799,4179718,7480602
1641,1070316,Зюзино,420,268,3,149,0,0,0,0,0,0,0,66,12595,3943,956,2916,1442,5.32146346016199,0,1254,0,1.14992025518341,4179976,7479743
1642,1070317,Зюзино,348,76,0,271,0,1,50,0,0,50,0,39,7665,1029,719,2322,1156,10,3241.686,936,0.357,0.276708206409003,4180550,7480659
1643,1070318,Зюзино,473,332,0,141,0,0,0,0,0,0,0,5,7816,1400,591,2868,1069,10,2974.5,782,0.359,0.2845734060961,4181148,7481018
1644,1070319,Зюзино,669,599,0,70,0,0,0,0,0,0,0,0,10119,1884,704,4014,1373,9.88495218917921,4529.25,1321,0.303,0.234690825178411,4181841,7482990
1645,1070320,Зюзино,728,635,0,93,0,0,87,0,0,87,0,18,9717,2803,406,4476,1239,9.59003172611654,4869,1227,0.254,0.203248031496063,4177761,7481396
1646,1070321,Зюзино,477,414,5,58,0,0,0,0,0,0,0,0,8425,1129,739,2862,1216,7.07239264810161,4574.25,880,0.266,0.222945409543017,4178842,7481950
1647,1070322,Зюзино,397,341,1,55,0,0,0,0,0,0,0,69,8630,1653,697,2796,1163,7.53654809329283,3030.75,1819,0.384,0.239806175576061,4180341,7481844
1648,1070323,Зюзино,509,441,0,68,0,0,80,0,0,80,0,0,9005,1409,757,3054,1346,5.3001403233777,3699,546,0.364,0.317078916372203,4179672,7482216
1649,1070324,Зюзино,333,333,0,0,0,0,0,0,0,0,0,0,6225,3152,179,1998,512,6.27784671907945,3078,295,0.166,0.151793655499555,4178874,7479938
1650,1070325,Зюзино,531,529,2,0,0,0,0,0,0,0,0,0,7740,754,633,3186,1164,5.29534604063576,4655.25,470,0.25,0.227110872640359,4178912,7480652
1651,1070401,Коньково,624,278,2,344,0,0,300,0,0,300,0,39,12923,3040,984,3978,1947,6.68062589717368,5774,2815,0.337,0.226685295144953,4170465,7479715
1652,1070402,Коньково,1409,298,0,1111,0,0,220,0,0,220,0,23,16154,4624,490,8592,2142,7.28552011630154,10926,5141,0.196,0.133316736167299,4173199,7481541
1653,1070403,Коньково,787,648,0,139,0,0,0,0,0,0,0,0,11975,1440,969,4722,1756,5.9407100341791,7078.5,1319,0.248,0.209109854123251,4171906,7480334
1654,1070404,Коньково,1202,780,1,421,0,0,0,0,0,0,0,0,20139,2154,1796,7212,2998,8.48500184570612,14484.5,2518,0.207,0.176327010733716,4173549,7479266
1655,1070405,Коньково,515,133,0,382,0,0,100,0,0,100,0,28,8719,3484,330,3258,973,7.93138516337616,0,3505,0,0.277603423680456,4174056,7481122
1656,1070406,Коньково,789,166,0,623,0,0,0,0,0,0,0,117,18785,3828,1587,5436,2493,5.16027923229967,232,4008,10.746,0.587971698113208,4175828,7480023
1657,1070407,Коньково,1226,1138,0,87,0,1,252,0,0,252,0,61,15333,2102,918,7722,2457,6.03912625121757,6529,1836,0.376,0.293723849372385,4174754,7479006
1658,1070408,Коньково,1620,614,1,1005,0,0,0,0,0,0,0,128,18946,1924,1089,10488,2837,5.56727165414344,10669.5,2528,0.266,0.214964955483993,4173900,7479969
1659,1070409,Коньково,871,844,2,25,0,0,0,0,0,0,0,0,14436,2071,1190,5226,2061,7.72210569658359,10396.75,1395,0.198,0.174783217079738,4172675,7477795
1660,1070410,Коньково,669,669,0,0,0,0,0,0,0,0,0,0,13419,4734,778,4014,1447,5.75330827927103,6138,1114,0.236,0.199531163816878,4173787,7477366
1661,1070411,Коньково,1242,253,2,987,0,0,400,0,0,400,0,68,11201,2640,117,7860,1827,4.58642712331109,0,5307,0,0.344262295081967,4174712,7480646
1662,1070412,Коньково,679,536,1,142,0,0,0,0,0,0,0,19,9951,1344,736,4188,1434,5.75622697715224,5946.75,1445,0.241,0.19400006764298,4172304,7481078
1663,1070413,Коньково,692,632,1,59,0,0,236,0,0,236,0,0,12491,1089,1208,4152,2136,5.94205703873327,5100.75,1260,0.419,0.335809456432025,4173497,7478229
1664,1070414,Коньково,754,687,7,60,0,0,821,0,0,821,0,0,10230,802,817,4524,2392,8.83032526754448,5148,1433,0.465,0.363470597173682,4172925,7478664
1665,1070415,Коньково,785,629,0,156,0,0,100,0,0,100,0,0,8523,1377,406,4710,1291,6.49866268704084,4941,857,0.261,0.222662987236978,4174226,7478090
1666,1070416,Коньково,275,260,0,15,0,0,0,0,0,0,0,0,4710,1081,330,1650,605,5.5,2457,660,0.246,0.194096888033365,4171252,7479822
1667,1070417,Коньково,1354,1219,0,135,0,0,200,0,0,200,0,0,17642,3312,1034,8124,2588,8.54017264487228,8084.25,2455,0.32,0.245558270275399,4172018,7479217
1668,1070418,Коньково,598,481,0,117,0,0,0,0,0,0,0,0,9170,1655,654,3588,1252,6.59109046406284,11859.25,1474,0.106,0.093900586878668,4170698,7479039
1669,1070419,Коньково,1704,1599,2,103,0,0,0,0,0,0,0,0,24697,5060,1569,10224,3273,7.03543886634377,11380.5,2327,0.288,0.238774393580157,4171568,7478431
1670,1070420,Коньково,744,717,0,23,4,0,0,0,0,0,0,0,11888,1831,932,4464,1676,9.59434337065127,5087.25,1646,0.329,0.248913971707571,4172569,7479819
1671,1070421,Коньково,2277,2244,6,23,4,0,0,0,0,0,0,21,25582,3206,1431,13788,3729,8.70211317046238,13556.25,2006,0.275,0.2396183071214,4172276,7476641
1672,1070423,Коньково,954,649,5,300,0,0,0,0,0,0,0,9,12183,2112,716,5778,1679,5.63957502792963,5008.5,1586,0.335,0.254606111153234,4172943,7480608
1673,1070501,Котловка,54,53,0,0,0,1,0,0,0,0,0,82,6092,2863,402,816,538,5.85069236200633,0,1126,0,0.477797513321492,4179044,7485105
1674,1070502,Котловка,642,561,0,81,0,0,0,0,0,0,0,15,11467,2493,839,3942,1496,6.06875963854878,5856.75,1507,0.255,0.203157358682736,4179645,7484027
1675,1070503,Котловка,753,692,0,57,0,4,181,0,0,181,0,6,11122,2034,756,4554,1696,6.20581192433223,6516,1145,0.26,0.221381020754471,4180332,7487162
1676,1070504,Котловка,940,932,2,6,0,0,0,0,0,0,0,0,10730,216,812,5640,1752,5.83894302109974,6657.75,1122,0.263,0.22520003856165,4181596,7485999
1677,1070505,Котловка,527,445,0,82,0,0,554,554,0,0,0,30,11745,3986,736,3342,1847,5.60279301827501,2452.5,924,0.753,0.547016140974382,4181291,7487372
1678,1070506,Котловка,496,488,0,8,0,0,0,0,0,0,0,0,8010,322,785,2976,1281,6.24189560615715,2083.5,655,0.615,0.467774329012233,4181679,7486906
1679,1070507,Котловка,486,342,1,143,0,0,0,0,0,0,0,0,7066,486,611,2916,1097,5.98194616624808,2004.75,603,0.547,0.42066915923689,4182217,7486741
1680,1070508,Котловка,442,426,1,15,0,0,0,0,0,0,0,0,9653,991,1002,2652,1444,6.33451781299254,2659.5,663,0.543,0.434612490594432,4180890,7486459
1681,1070509,Котловка,503,330,0,173,0,0,0,0,0,0,0,22,9907,3051,618,3150,1143,6.35237233038241,5082.75,1056,0.225,0.186194257788638,4179853,7484867
1682,1070510,Котловка,635,564,1,70,0,0,0,0,0,0,0,0,10434,1007,936,3810,1571,5.56255400183709,3492.772,783,0.45,0.367419029826661,4180473,7484506
1683,1070511,Котловка,479,440,4,35,0,0,0,0,0,0,0,96,10633,1470,952,3450,1527,6.70886849818468,3959.25,926,0.386,0.312573563277212,4180372,7485766
1684,1070512,Котловка,803,722,10,71,0,0,100,0,0,100,0,0,13872,409,1441,4818,2344,6.38604168385344,4320,824,0.543,0.455676516329705,4180981,7485334
1685,1070513,Котловка,25,15,0,10,0,0,0,0,0,0,0,0,5182,1072,660,150,685,4.7926294510727,0,1498,0,0.457276368491322,4181334,7484148
1686,1070514,Котловка,415,163,3,249,0,0,0,0,0,0,0,47,13746,3736,1206,2772,1668,5.82582454330066,2079,1942,0.802,0.414822183536434,4179582,7486038
1687,1070515,Котловка,866,785,1,80,0,0,1500,1500,0,0,0,74,14267,4666,660,5640,3100,9.57670457698019,6470.5,1894,0.479,0.370613903999044,4180897,7488132
1688,1070601,Ломоносовский,1120,1012,3,105,0,0,0,0,0,0,0,0,19564,2611,1706,6720,2826,7.77148361775489,6601.5,1664,0.428,0.341903091162059,4172449,7486085
1689,1070602,Ломоносовский,997,816,1,180,0,0,0,0,0,0,0,0,14517,2596,990,5982,1987,5.78189860522343,5712.75,1494,0.348,0.275713740590419,4173576,7487306
1690,1070603,Ломоносовский,547,541,6,0,0,0,0,0,0,0,0,0,8573,2618,446,3282,993,6.00338819678357,3168,908,0.313,0.243621197252208,4172450,7487297
1691,1070604,Ломоносовский,1353,725,10,618,0,0,450,0,0,450,0,0,15099,2107,812,8118,2615,6.06192862304716,5694.75,1481,0.459,0.364421837438595,4174892,7485924
1692,1070605,Ломоносовский,477,346,0,131,0,0,306,0,0,306,0,0,8672,1246,761,2862,1544,6.2193709226305,3656.25,1412,0.422,0.304641641592266,4175516,7486790
