fid,NO,NAME,Признак 1,Признак 2,Признак 3,Признак 4,Признак 5,Признак 6,Признак 7,Признак 8,Признак 9,Признак 10,Признак 11,Признак 12,Признак 13,Признак 14,Признак 15,Признак 16,Признак 17,Признак 18,Признак 19,Признак 20,Признак 21,Признак 22,x,y
1957,1080715,Проспект Вернадского,1151,632,2,513,4,0,241,0,0,241,0,0,42240,3861,5246,6906,6638,8.32604507231275,2823.75,3337,2.351,1.07746621758714,4169789,7487269
1958,1080801,Раменки,962,468,0,494,0,0,12950,0,0,12950,0,0,23894,4293,2305,5772,16217,7.04199626207998,3397.5,3100,4.773,2.49588303193536,4172782,7488859
1959,1080802,Раменки,1431,1027,9,395,0,0,100,0,0,100,0,0,20115,3758,1295,8586,2826,9.05423520305554,11241,2665,0.251,0.203221630950669,4169987,7489531
1960,1080803,Раменки,1712,1000,10,700,0,2,700,0,0,700,0,0,20287,2853,1194,10272,3606,7.62985067477141,11155.5,2580,0.323,0.262531396745659,4170714,7490270
1961,1080804,Раменки,1277,945,0,332,0,0,250,0,0,250,0,0,20162,6270,1038,7662,2565,10,6277.5,1788,0.409,0.318021201413428,4168000,7487636
1962,1080805,Раменки,521,454,0,67,0,0,1770,280,0,1490,0,0,13222,4074,1004,3126,3295,8.99564253001462,5598,1426,0.589,0.469105922551253,4171260,7491137
1963,1080806,Раменки,704,579,0,123,0,2,312,0,0,312,0,0,18491,5123,1524,4224,2540,8.66580966451943,8578.79,2089,0.296,0.238099925101638,4170531,7491827
1964,1080807,Раменки,1693,1071,6,616,0,0,56,0,0,56,0,0,35082,7710,2869,10158,4618,8.66361106833763,9789.75,3110,0.472,0.357991433942518,4171652,7492776
1965,1080808,Раменки,674,384,9,279,0,2,0,0,0,0,0,0,23136,9580,1585,4044,2259,8.47852689633393,3620.25,3521,0.624,0.316331174514266,4167289,7488882
1966,1080809,Раменки,1133,1110,0,23,0,0,100,0,0,100,0,0,24881,3635,2408,6798,3641,7.91483813146096,11655,3030,0.312,0.247940074906367,4168634,7489881
1967,1080810,Раменки,967,933,1,33,0,0,0,0,0,0,0,0,14250,2563,981,5802,1948,5.9877762093238,7843.5,1408,0.248,0.210560449656812,4169316,7488892
1968,1080811,Раменки,536,208,0,328,0,0,1047,0,0,1047,0,0,10759,1764,963,3216,2546,9.76211178958593,5647.5,1237,0.451,0.369816253903697,4169295,7490615
1969,1080812,Раменки,670,278,12,380,0,0,345,0,0,345,0,0,30598,4462,3686,4020,4701,5.51823457993775,1856,3455,2.533,0.885144040670307,4171952,7489875
1970,1080813,Раменки,217,136,6,75,0,0,507,0,0,507,0,0,20160,6817,2007,1302,2731,5.33197425740177,3492,1348,0.782,0.564256198347107,4169534,7493828
1971,1080814,Раменки,472,304,3,165,0,0,370,0,0,370,0,0,20307,7339,1689,2832,2531,5.51358932794691,2949.75,2262,0.858,0.485633424473545,4169509,7492443
1972,1080815,Раменки,580,519,0,61,0,0,100,0,0,100,0,0,13806,2310,1336,3480,2016,8.86797346972368,6664.5,1113,0.302,0.259209257473481,4168769,7488412
1973,1080816,Раменки,317,211,0,106,0,0,2866,0,0,2866,0,0,9036,846,1048,1902,4231,5.15699432361863,6120,719,0.691,0.618657698493932,4168837,7491316
1974,1080817,Раменки,260,260,0,0,0,0,0,0,0,0,0,0,19524,7942,1670,1560,1930,8.25,0,1596,0,1.20927318295739,4171180,7495687
1975,1080818,Раменки,746,308,2,436,0,0,0,0,0,0,0,0,31254,36908,0,4476,746,6.89832589086032,6192,2836,0.12,0.0826318121400089,4173729,7496772
1976,1080819,Раменки,578,354,0,224,0,0,100,0,0,100,0,0,9677,120,1015,3468,1693,8.04609963075469,5346,713,0.317,0.279419046047203,4172614,7496150
1977,1080820,Раменки,587,281,3,303,0,0,687,0,0,687,0,0,10606,2076,835,3522,2109,6.02817135874476,4939.5,1420,0.427,0.33162984511361,4173350,7495848
1978,1080821,Раменки,574,405,0,169,0,0,2501,0,0,2501,0,0,24167,4978,2624,3444,5699,8.91134968221272,11924.75,2887,0.478,0.384762097658953,4167456,7490452
1979,1080823,Раменки,1148,444,0,702,2,0,230,0,0,230,0,0,44569,38100,0,6888,1378,4.51661984281621,3740.25,3891,0.368,0.180573300573301,4173437,7494454
1980,1080824,Раменки,825,286,0,539,0,0,600,0,0,600,0,0,22605,5289,2061,4950,3486,5.31361339872956,6669,3260,0.523,0.35109275858596,4170659,7493888
1981,1080825,Раменки,712,576,2,127,6,1,193,0,0,193,0,0,12278,168,1306,4272,2211,5.1714031253413,5798.25,2141,0.381,0.278489781780395,4172334,7495207
1982,1080826,Раменки,800,548,4,248,0,0,0,0,0,0,0,0,20479,2660,2170,4800,2970,6.18488890099918,4153.5,1350,0.715,0.53965658217498,4171419,7494601
1983,1080827,Раменки,3014,916,17,2071,8,2,150,0,0,150,0,625,116185,37882,9412,21834,13201,8.46070959391878,16516.75,10401,0.799,0.490419890221137,4173854,7491683
1984,1080828,Раменки,1426,289,0,1137,0,0,150,0,0,150,0,0,33980,3598,3638,8556,5214,5.27659346309837,2848.5,3912,1.83,0.771244730419348,4171063,7488050
1985,1080829,Раменки,995,454,0,541,0,0,860,0,0,860,0,0,20240,3139,1855,5970,3710,7.38054559086749,8019,2435,0.463,0.354888081117276,4169876,7491079
1986,1080901,Солнцево,245,233,0,12,0,0,0,0,0,0,0,0,27134,21912,625,1470,870,6.99298981195444,1194.75,841,0.728,0.42736092349257,4160479,7485006
1987,1080902,Солнцево,285,245,0,40,0,0,0,0,0,0,0,0,13404,3601,1349,1710,1634,5.46666657,0,463,0,3.52915766738661,4156521,7482568
1988,1080903,Солнцево,528,178,7,343,0,0,500,0,0,500,0,0,15624,8475,664,3168,1692,7.47802857584314,8579.25,690,0.197,0.182539040375435,4160345,7483024
1989,1080904,Солнцево,426,312,0,114,0,0,350,0,0,350,0,0,10260,3577,688,2556,1464,5.1031462644335,0,881,0,1.66174801362089,4158531,7482570
1990,1080905,Солнцево,630,582,3,45,0,0,0,0,0,0,0,0,19714,3247,2114,3780,2744,8.97551889382317,5538.022,1028,0.495,0.41790904751766,4157268,7481685
1991,1080906,Солнцево,438,338,0,100,0,0,0,0,0,0,0,0,10327,1546,1026,2628,1464,4.7665780093816,232,673,6.31,1.61767955801105,4155800,7481428
1992,1080907,Солнцево,1679,1440,2,234,3,0,0,0,0,0,0,0,25878,4110,1949,10074,3628,6.09840739701254,14208.25,2267,0.255,0.220209101531085,4159934,7481818
1993,1080908,Солнцево,330,330,0,0,0,0,0,0,0,0,0,0,7378,1186,702,1980,1032,6.67377266593075,4303.75,648,0.24,0.208411167768971,4160132,7480442
1994,1080909,Солнцево,845,784,5,56,0,0,0,0,0,0,0,0,12613,828,1119,5070,1964,6.07992041891662,7341.75,1366,0.268,0.225546208836956,4159207,7481033
1995,1080910,Солнцево,211,38,0,173,0,0,0,0,0,0,0,0,22307,4457,2764,1266,2975,5.22426520064118,578,1395,5.147,1.50785605676635,4158694,7477435
1996,1080911,Солнцево,427,424,3,0,0,0,100,0,0,100,0,0,12087,2896,1105,2562,1632,9.53129811556546,3287.25,906,0.496,0.389196923627258,4157616,7480932
1997,1080912,Солнцево,679,679,0,0,0,0,500,0,0,500,0,0,12378,1506,1133,4074,2312,4.94612719642734,12858.75,1082,0.18,0.165844735756685,4157276,7479456
1998,1080913,Солнцево,559,465,4,90,0,0,547,0,0,547,0,0,22330,3780,2533,3354,3639,5.50565795415922,8147.25,2213,0.447,0.351246350232861,4156454,7479921
1999,1080914,Солнцево,652,630,2,20,0,0,0,0,0,0,0,0,15283,2507,1477,3912,2129,8.89136855954848,4277.25,651,0.498,0.431999188352864,4156606,7477942
2000,1080915,Солнцево,571,456,0,115,0,0,0,0,0,0,0,0,12806,3432,991,3426,1562,4.89168619290244,3198.25,915,0.488,0.379748374156689,4159632,7478722
2001,1080916,Солнцево,575,552,0,23,0,0,198,0,0,198,0,0,17379,2043,1981,3450,2754,5.52798546409586,6093,1237,0.452,0.375716234652115,4157989,7478538
2002,1080917,Солнцево,955,886,0,69,0,0,0,0,0,0,0,0,16666,3617,1220,5730,2175,6.30508384108432,8282.25,1293,0.263,0.227148116237174,4158790,7481774
2003,1080918,Солнцево,346,307,2,32,5,0,200,0,0,200,0,0,12870,3507,1214,2076,1760,6.09175589420648,4700.25,1146,0.374,0.30104768013684,4158136,7479496
2004,1080919,Солнцево,1056,593,2,455,6,0,320,0,0,320,0,0,22717,20480,0,6336,1376,9.29171757871847,6636.5,1080,0.207,0.178319186159528,4161512,7483387
2005,1080920,Солнцево,1332,1218,4,110,0,0,0,0,0,0,0,0,16016,1371,1109,7992,2441,5.90069005302702,7359.75,1775,0.332,0.267221325159419,4158973,7480049
2006,1080921,Солнцево,1251,1197,0,48,5,1,0,0,0,0,0,0,22186,2191,2082,7506,3333,8.6894977501678,9699.75,2088,0.344,0.282751161163072,4158202,7480509
2007,1080922,Солнцево,1963,1801,8,154,0,0,124,0,0,124,0,0,30425,2568,2680,11778,4767,6.53526479838203,11301.75,2371,0.422,0.348649686420069,4159970,7479488
2008,1081001,Тропарево-Никулино,699,500,0,199,0,0,62,0,0,62,0,0,12861,7333,222,4194,983,5.56538698426146,4022.878,1195,0.244,0.188390759615307,4168012,7481163
2009,1081002,Тропарево-Никулино,884,879,0,0,5,0,60,0,0,60,0,0,28302,3864,3189,5304,4133,5.04255981231878,8658,1974,0.477,0.388732129420617,4165483,7485033
2010,1081003,Тропарево-Никулино,780,510,0,270,0,0,230,0,0,230,0,0,28862,7989,2699,4680,3709,4.83936901851455,9292.5,2593,0.399,0.312060914559758,4169457,7483574
2011,1081004,Тропарево-Никулино,1004,832,2,170,0,0,0,0,0,0,0,0,20320,5710,1431,6024,2435,5.60188058463579,8817.76,1683,0.276,0.231887977632095,4169189,7482562
2012,1081005,Тропарево-Никулино,885,183,0,702,0,0,0,0,0,0,0,0,8403,2890,34,5310,919,9.88229600297607,1500.75,2561,0.612,0.226257155167108,4168309,7483541
2013,1081006,Тропарево-Никулино,531,188,4,337,0,2,208,0,0,208,0,143,15850,2729,1513,4044,2395,7.72775275839548,11171.988,4026,0.214,0.157586648969587,4167212,7483873
2014,1081007,Тропарево-Никулино,1236,992,0,244,0,0,10,0,0,10,0,0,23768,5120,1872,7416,3118,6.11371107387991,2463.75,2565,1.266,0.620034799900572,4166740,7486093
2015,1081008,Тропарево-Никулино,836,650,0,186,0,0,0,0,0,0,0,13,19080,3076,1818,5094,2667,6.04732351056462,8534.25,2034,0.313,0.252359662195728,4166043,7484224
2016,1081009,Тропарево-Никулино,868,536,0,332,0,0,0,0,0,0,0,53,16705,2410,1462,5526,2383,6.35019498526916,4356,1755,0.547,0.38995254459172,4166745,7484933
2017,1081010,Тропарево-Никулино,151,81,0,70,0,0,0,0,0,0,0,12,9852,2800,1012,978,1175,5.21698768480033,1080,3164,1.088,0.276861451460886,4167924,7484563
2018,1081011,Тропарево-Никулино,953,656,0,297,0,0,280,0,0,280,0,0,12279,2799,627,5718,1860,8.73438538510367,5625,1110,0.331,0.276169265033408,4164223,7484319
2019,1081012,Тропарево-Никулино,676,90,9,577,0,0,0,0,0,0,0,102,11364,3569,521,4668,1299,6.10927717375667,10114.908,2204,0.128,0.105447658185287,4167187,7482188
2020,1081013,Тропарево-Никулино,1343,741,5,590,4,3,150,0,0,150,0,184,54568,36103,1550,9162,3227,8.03545593541213,7566.75,4317,0.426,0.271547280950878,4166050,7480415
2021,1081014,Тропарево-Никулино,559,448,0,111,0,0,657,0,0,657,0,0,58052,32395,3717,3354,4933,3.22364403796679,896,1484,5.506,2.07268907563025,4164111,7482148
2022,1081015,Тропарево-Никулино,771,582,0,189,0,0,0,0,0,0,0,0,14237,2597,1169,4626,1940,5.87167796670406,5211,1310,0.372,0.297500383376783,4168630,7481898
2023,1081016,Тропарево-Никулино,779,536,0,243,0,0,0,0,0,0,0,0,16274,3550,1342,4674,2121,9.49916973015202,6070.5,1549,0.349,0.278364722094626,4167973,7482325
2024,1081017,Тропарево-Никулино,544,504,0,40,0,0,0,0,0,0,0,0,10388,701,1070,3264,1614,5.83376355307497,3399.75,684,0.475,0.395224977043159,4164970,7483729
2025,1081018,Тропарево-Никулино,335,212,5,118,0,0,0,0,0,0,0,129,11119,956,1230,2784,1694,6.04425658570348,3816,882,0.444,0.360578969774372,4165795,7483124
2026,1081019,Тропарево-Никулино,619,531,2,86,0,0,0,0,0,0,0,64,12060,966,1166,4098,1849,6.10540724564148,5535,1032,0.334,0.281559311710065,4166382,7482311
2027,1081020,Тропарево-Никулино,810,653,0,155,0,2,0,0,0,0,0,39,9376,270,669,5094,1518,5.99421853473118,2704.5,981,0.561,0.411884411884412,4166513,7483251
2028,1081021,Тропарево-Никулино,843,148,4,691,0,0,100,0,0,100,0,58,11874,4214,376,5406,1377,9.88686797870051,6218.5,2802,0.221,0.152652292001552,4167339,7483030
2029,1081101,Филевский парк,217,155,5,57,0,0,0,0,0,0,0,41,55542,2598,8566,1548,8824,5.423903396554,246,1805,35.87,4.3022915650902,4167107,7499491
2030,1081102,Филевский парк,310,141,0,169,0,0,1671,0,0,1671,0,113,15709,4529,1440,2538,3534,10,5611.5,5169,0.63,0.327814108807569,4170749,7498910
2031,1081103,Филевский парк,514,370,7,137,0,0,115,0,0,115,0,0,15016,3219,1452,3084,2081,6.87866248222716,7492.5,1425,0.278,0.23336136809644,4171594,7500327
2032,1081104,Филевский парк,541,491,0,50,0,0,0,0,0,0,0,51,9391,1271,761,3552,1353,7.23329494890903,5019.75,1353,0.27,0.21231022713899,4169735,7499698
2033,1081105,Филевский парк,338,170,2,166,0,0,0,0,0,0,0,28,11446,3238,1002,2196,1368,7.2596207799183,2536.908,2802,0.539,0.256232173320836,4170537,7499553
2034,1081106,Филевский парк,199,157,0,42,0,0,100,0,0,100,0,0,7409,2000,702,1194,1001,9.39843223540021,1552.5,637,0.645,0.457182005023978,4168386,7498247
2035,1081107,Филевский парк,493,426,7,60,0,0,200,0,0,200,0,0,10221,2553,785,2958,1478,5.77410243690249,4799.25,947,0.308,0.257211224711769,4168748,7497549
2036,1081108,Филевский парк,84,84,0,0,0,0,0,0,0,0,0,13,6671,1212,813,582,910,5.32263622411365,0,1369,0,0.664718772826881,4170467,7500169
2037,1081109,Филевский парк,429,426,3,0,0,0,0,0,0,0,0,0,11923,3218,1022,2574,1451,8.87746309461973,4434.75,1876,0.327,0.22992512775819,4169206,7498660
2038,1081110,Филевский парк,664,297,2,365,0,0,0,0,0,0,0,15,8910,1848,498,4074,1177,5.65069788065863,5087.25,2932,0.231,0.146771830283381,4170077,7498127
2039,1081111,Филевский парк,761,383,2,374,0,2,1600,0,0,1600,0,0,12529,931,1172,4566,3533,5.08685825975542,7692.3,1960,0.459,0.366026750101012,4169410,7497822
2040,1081112,Филевский парк,450,326,2,120,0,2,80,0,0,80,0,65,10736,3240,734,3090,1329,6.81519554747106,3723.75,1989,0.357,0.232637521333858,4170679,7501074
2041,1081113,Филевский парк,313,156,11,146,0,0,0,0,0,0,0,40,13670,2445,1518,2118,1871,6.75779916830017,1068.75,629,1.751,1.10204682668237,4169461,7500497
2042,1081114,Филевский парк,300,214,7,79,0,0,0,0,0,0,0,47,6309,1296,488,2082,835,7.12948981027551,2297.25,687,0.363,0.2798022953841,4170219,7500645
2043,1081115,Филевский парк,938,277,7,654,0,0,0,0,0,0,0,34,14359,2305,1037,5832,2009,5.05355169797579,413.702,4706,4.856,0.392405651735199,4168659,7501899
2044,1081116,Филевский парк,885,779,4,101,0,1,0,0,0,0,0,120,13992,2142,970,6030,1975,5.87644699654513,6311.25,1291,0.313,0.259791509092703,4169072,7503300
2045,1081117,Филевский парк,878,855,3,20,0,0,145,0,0,145,0,44,15003,1020,1408,5532,2475,5.76861255122475,9029.25,1425,0.274,0.236745821077552,4167801,7503374
2046,1081118,Филевский парк,131,66,5,60,0,0,0,0,0,0,0,0,3308,1306,203,786,334,5.58142668144096,0,1206,0,0.276948590381426,4170402,7502253
2047,1081119,Филевский парк,975,546,36,393,0,0,1629,0,0,1629,0,15,15051,2582,1088,5940,3707,5.85418746674846,14553.45,2069,0.255,0.223011649907204,4171173,7501626
2048,1081120,Филевский парк,21,21,0,0,0,0,50,0,0,50,0,0,24087,1484,3746,126,3817,4.92389674530546,0,1154,0,3.30762564991334,4163177,7498829
2049,1081121,Филевский парк,1428,1233,3,191,0,1,0,0,0,0,0,36,20724,2020,1653,8784,3117,5.90603241011655,8667.452,1439,0.36,0.308416841043721,4168576,7499123
2050,1081201,Фили-Давыдково,278,191,0,87,0,0,0,0,0,0,0,0,9236,1744,971,1668,1249,9.51939638623887,1869.75,970,0.668,0.439827449599437,4165632,7497230
2051,1081202,Фили-Давыдково,612,582,0,30,0,0,0,0,0,0,0,24,13322,1733,1296,3816,1932,7.39497355740425,6066.772,812,0.318,0.280864084461587,4167172,7498502
2052,1081203,Фили-Давыдково,605,422,0,183,0,0,0,0,0,0,0,0,10440,2161,775,3630,1380,7.55405250762531,5397.75,526,0.256,0.232960540198354,4166048,7497966
2053,1081204,Фили-Давыдково,346,233,11,102,0,0,220,0,0,220,0,0,10994,2466,1075,2076,1641,9.30715962956819,4502.75,959,0.364,0.300453151462443,4167602,7497968
2054,1081205,Фили-Давыдково,510,283,10,217,0,0,0,0,0,0,0,22,9723,444,1014,3192,1546,8.79155961072209,3323.25,744,0.465,0.380109410535374,4166682,7497628
2055,1081206,Фили-Давыдково,336,236,3,97,0,0,0,0,0,0,0,0,8417,10001,0,2016,336,10,4090.5,694,0.082,0.0702267739575713,4164683,7496716
2056,1081207,Фили-Давыдково,449,118,0,331,0,0,233,0,0,233,0,12,10655,12447,0,2766,694,7.2041671560996,2462.5,1171,0.282,0.1910004128251,4164672,7496238
2057,1081208,Фили-Давыдково,999,286,10,701,0,2,0,0,0,0,0,154,13642,2926,633,6918,1786,7.2269419049369,9213.75,1281,0.194,0.170180328259368,4166053,7496745
2058,1081209,Фили-Давыдково,607,403,2,202,0,0,0,0,0,0,0,0,14785,2177,1494,3642,2101,4.9938117407836,3773.25,1132,0.557,0.428316599561694,4167896,7497255
2059,1081210,Фили-Давыдково,559,199,0,360,0,0,0,0,0,0,0,29,8496,873,682,3528,1270,8.01321939330477,3971.25,754,0.32,0.268768848209089,4166998,7496976
2060,1081211,Фили-Давыдково,390,343,7,40,0,0,0,0,0,0,0,0,10879,2071,1078,2340,1468,5.37603893036458,0,933,0,1.57341907824223,4166297,7494126
2061,1081212,Фили-Давыдково,542,158,3,379,0,2,0,0,0,0,0,0,15567,9386,488,3252,1030,6.01902435627787,1154.25,1410,0.892,0.401676903578044,4168441,7495442
2062,1081213,Фили-Давыдково,50,43,0,0,7,0,0,0,0,0,0,0,12580,4400,1313,300,1363,10,0,1294,0,1.05332302936631,4167448,7496542
2063,1081214,Фили-Давыдково,203,192,0,5,2,4,0,0,0,0,0,77,18095,15238,196,1680,476,7.44300419725855,1559.25,1455,0.305,0.157916562992453,4165134,7495814
2064,1081215,Фили-Давыдково,880,260,0,620,0,0,380,0,0,380,0,20,18644,13470,0,5400,1280,7.28262549098134,3933,881,0.325,0.265891150810137,4164388,7497341
2065,1081216,Фили-Давыдково,1073,903,10,160,0,0,0,0,0,0,0,0,22066,4359,1878,6438,2951,6.13562027512346,10073.25,2634,0.293,0.23222963269,4164871,7494848
2066,1081217,Фили-Давыдково,1252,1150,12,90,0,0,0,0,0,0,0,0,29535,13745,1380,7512,2632,5.82507735917107,12802.5,2165,0.206,0.175847669951562,4165205,7493398
2067,1081218,Фили-Давыдково,1278,658,2,616,0,2,0,0,0,0,0,0,18608,4343,1100,7668,2378,6.01311495122768,10235.25,2115,0.232,0.192546709580778,4165898,7495205
2068,1081219,Фили-Давыдково,1012,861,0,151,0,0,0,0,0,0,0,0,18252,4487,1282,6072,2294,6.37878173701334,8361,2715,0.274,0.207114481762369,4166891,7495499
2069,1081301,Очаково-Матвеевское,303,101,0,202,0,0,0,0,0,0,0,0,13464,6094,925,1818,1228,5.63012170891131,1138.5,2370,1.079,0.35000712555223,4166113,7486876
2070,1081302,Очаково-Матвеевское,263,153,0,95,15,0,1047,0,0,1047,0,0,14705,20769,0,1578,1310,10,5051.25,1009,0.259,0.216162699558599,4166065,7490319
2071,1081303,Очаково-Матвеевское,230,213,2,15,0,0,0,0,0,0,0,0,27839,31838,0,1380,230,0.945169985124952,0,1355,0,0.169741697416974,4160157,7490422
2072,1081304,Очаково-Матвеевское,1039,844,2,193,0,0,0,0,0,0,0,0,13398,3030,689,6234,1728,5.45059506652379,4945.5,1313,0.349,0.276104497882879,4163721,7486143
2073,1081305,Очаково-Матвеевское,1073,1013,1,58,0,1,0,0,0,0,0,0,17904,2227,1540,6438,2613,9.06088526986959,8084.5,1438,0.323,0.274402730375427,4165085,7487132
2074,1081306,Очаково-Матвеевское,588,427,2,159,0,0,0,0,0,0,0,0,7406,2124,292,3528,880,9.04957205607856,3730.5,623,0.236,0.202136212243023,4164593,7485242
2075,1081307,Очаково-Матвеевское,386,371,0,15,0,0,0,0,0,0,0,0,7817,539,827,2316,1213,5.89508803472275,3429,536,0.354,0.305926860025221,4165016,7485983
2076,1081308,Очаково-Матвеевское,628,518,10,100,0,0,0,0,0,0,0,0,8464,1397,550,3768,1178,7.70098945448865,3543.75,674,0.332,0.279295833086361,4164543,7486657
2077,1081309,Очаково-Матвеевское,509,493,8,8,0,0,45,0,0,45,0,0,12094,2665,1062,3054,1616,6.19531000078616,6055,1149,0.267,0.224319822320933,4164189,7485742
2078,1081310,Очаково-Матвеевское,271,225,0,46,0,0,0,0,0,0,0,0,16215,27013,0,1626,271,3.26494246740437,36,2103,7.528,0.12669471715755,4161519,7486929
2079,1081311,Очаково-Матвеевское,326,136,0,190,0,0,0,0,0,0,0,0,23489,27001,0,1956,326,1.43798734859471,3132,2201,0.104,0.0611288205512845,4160937,7488484
2080,1081312,Очаково-Матвеевское,1758,945,0,813,0,0,238,0,0,238,0,0,31592,11613,1572,10548,3568,7.33601155574054,4976.25,4848,0.717,0.36318294017355,4163306,7487447
2081,1081313,Очаково-Матвеевское,271,243,8,20,0,0,0,0,0,0,0,43,14917,17076,0,1884,314,5.28738941597567,4824,1336,0.065,0.050974025974026,4164618,7491405
2082,1081314,Очаково-Матвеевское,639,316,0,323,0,0,0,0,0,0,0,0,13779,8329,269,3834,908,2.50952431326729,70,3743,12.971,0.238132703907684,4162090,7489286
2083,1081315,Очаково-Матвеевское,845,223,2,620,0,0,0,0,0,0,0,0,14871,6327,579,5070,1424,1.22987127270546,0,1877,0,0.758657432072456,4161510,7491147
2084,1081316,Очаково-Матвеевское,56,54,2,0,0,0,0,0,0,0,0,74,27274,7297,3200,780,3330,3.91417739082118,0,2749,0,1.21134958166606,4163343,7490282
2085,1081317,Очаково-Матвеевское,298,294,0,4,0,0,0,0,0,0,0,0,9428,454,1198,1788,1496,5.27921478662148,4133.25,625,0.362,0.314401303000053,4166224,7491848
2086,1081318,Очаково-Матвеевское,564,564,0,0,0,0,0,0,0,0,0,0,11971,8093,82,3384,646,6.2811637173301,4029.75,707,0.16,0.136380429619465,4165727,7491113
2087,1081319,Очаково-Матвеевское,772,616,3,153,0,0,0,0,0,0,0,0,15081,13625,0,4632,772,6.35810638859716,5994.45,1246,0.129,0.106623207121104,4165293,7491935
2088,1081320,Очаково-Матвеевское,1027,970,2,55,0,0,0,0,0,0,0,0,16876,1528,1531,6162,2558,9.0944523436678,6997.5,1225,0.366,0.31109759805412,4167337,7492008
2089,1081321,Очаково-Матвеевское,681,681,0,0,0,0,0,0,0,0,0,0,20378,1885,2401,4086,3082,5.86400489969113,5933.25,1260,0.519,0.42845723421263,4166779,7491248
2090,1081322,Очаково-Матвеевское,750,676,3,71,0,0,0,0,0,0,0,0,11699,815,1064,4500,1814,6.27651715602314,6599.25,996,0.275,0.238833481452223,4168379,7492608
2091,1081323,Очаково-Матвеевское,229,61,0,168,0,0,0,0,0,0,0,0,10331,2032,1154,1374,1383,5.55369403302221,1491.75,1014,0.927,0.551930559712661,4166238,7492776
2092,1081324,Очаково-Матвеевское,314,169,0,145,0,0,0,0,0,0,0,0,14162,20116,0,1884,314,4.45149982224238,0,2009,0,0.156296665007466,4162027,7485419
2093,1081325,Очаково-Матвеевское,419,302,0,117,0,0,0,0,0,0,0,0,15013,22339,0,2514,419,4.61833724106348,0,784,0,0.534438775510204,4162556,7483785
2094,1081326,Очаково-Матвеевское,1165,973,3,189,0,0,80,0,0,80,0,0,14969,2197,964,6990,2209,5.26490621361953,9182,1571,0.241,0.205431042499768,4167590,7492900
2095,1081327,Очаково-Матвеевское,446,435,0,10,0,1,0,0,0,0,0,0,21305,15996,439,2676,885,8.6187048710723,15084,1725,0.059,0.0526503658754239,4165175,7489761
2096,1081328,Очаково-Матвеевское,472,362,0,110,0,0,0,0,0,0,0,0,10054,6360,144,2832,616,5.76441159018258,2848.5,1388,0.216,0.145403044966364,4164764,7488741
2097,1081329,Очаково-Матвеевское,959,648,4,307,0,0,150,0,0,150,0,0,21604,6356,1582,5754,2691,8.83467653653522,7125.75,2169,0.378,0.289518276446381,4163294,7484814
2098,1081330,Очаково-Матвеевское,626,401,8,217,0,0,254,0,0,254,0,0,11422,2675,832,3756,1712,6.23345879702232,9535.5,1510,0.18,0.15499524693314,4166279,7488511
2099,1081331,Очаково-Матвеевское,900,686,6,208,0,0,0,0,0,0,0,0,9213,324,582,5400,1482,4.93291205237044,8432,1363,0.176,0.151301684532925,4165683,7487829
2100,1081332,Очаково-Матвеевское,483,288,0,194,0,1,1406,0,0,1406,0,0,11738,4041,800,2898,2689,5.60915926313877,4786.588,2761,0.562,0.356272758926428,4167800,7493921
2101,1090101,Куркино,544,239,0,305,0,0,50,0,0,50,0,0,23324,2652,2901,3264,3495,2.31825969006937,2299.5,1397,1.52,0.945488976058434,4158353,7526499
2102,1090102,Куркино,870,862,1,5,0,2,250,250,0,0,0,0,25418,2410,2965,5220,4085,3.43185783998972,5715,1245,0.715,0.586925287356322,4158122,7529279
2103,1090103,Куркино,387,77,4,306,0,0,180,0,0,180,0,0,17854,1992,2257,2322,2824,2.93776442002647,1945.5,461,1.452,1.17348846873052,4156643,7526798
2104,1090104,Куркино,201,184,1,16,0,0,0,0,0,0,0,0,12570,3019,1391,1206,1592,2.88169879685497,1022.75,713,1.557,0.917182774016996,4156728,7527981
2105,1090105,Куркино,610,239,0,371,0,0,0,0,0,0,0,0,23460,820,3163,3660,3773,2.48624342988477,1992.408,1327,1.894,1.13664846261743,4156053,7529746
2106,1090106,Куркино,1070,1040,0,30,0,0,720,0,0,720,0,0,28396,3664,3052,6420,4842,3.71786867061185,4477.5,2188,1.081,0.726427124746831,4157737,7530397
2107,1090107,Куркино,804,371,0,431,0,2,70,70,0,0,0,0,29419,2826,3628,4824,4502,2.61082166026296,3425.75,1572,1.314,0.900805362413086,4156423,7531478
2108,1090108,Куркино,213,163,0,50,0,0,0,0,0,0,0,0,20584,18403,150,1278,363,2.26580580086728,0,812,0,0.447044334975369,4160159,7525573
2109,1090109,Куркино,1108,865,0,240,0,3,0,0,0,0,0,0,41234,4034,5092,6648,6200,3.64486165505934,5207.5,1520,1.191,0.921590486807878,4158247,7528321
2110,1090201,Митино,156,112,4,40,0,0,0,0,0,0,0,0,25361,4440,3331,936,3487,6.86526609154781,1602.75,1725,2.176,1.04785515738863,4154328,7522587
2111,1090202,Митино,865,741,14,110,0,0,682,0,0,682,0,0,15408,1980,1373,5190,2920,5.04306179778014,16804.125,614,0.174,0.167641465427536,4155911,7522660
2112,1090203,Митино,474,380,0,94,0,0,0,0,0,0,0,0,21053,3462,2458,2844,2932,4.83876655470711,4124.25,903,0.711,0.583221443134915,4155027,7521185
